gene_name	start	end	feature_type	strand	locus_tag	chromosome
3'SAOUHSC_00094,101055,101211,3'UTR,+,SAOUHSC_00094,NC_007795.1
3'SAOUHSC_00096,101212,101369,3'UTR,-,SAOUHSC_00096,NC_007795.1
SAOUHSC_00096,101370,102125,CDS,-,SAOUHSC_00096,NC_007795.1
5'SAOUHSC_00096,102126,102242,5'UTR,-,SAOUHSC_00096,NC_007795.1
5'SAOUHSC_00097,102243,102360,5'UTR,+,SAOUHSC_00097,NC_007795.1
SAOUHSC_00097,102361,103074,CDS,+,SAOUHSC_00097,NC_007795.1
SAOUHSC_00099,103075,104427,CDS,+,SAOUHSC_00099,NC_007795.1
3'SAOUHSC_00099,104428,104467,3'UTR,+,SAOUHSC_00099,NC_007795.1
5'SAOUHSC_00100,104468,104507,5'UTR,+,SAOUHSC_00100,NC_007795.1
SAOUHSC_00100,104508,105197,CDS,+,SAOUHSC_00100,NC_007795.1
SAOUHSC_00101,105198,106376,CDS,+,SAOUHSC_00101,NC_007795.1
3'SAOUHSC_00101,106377,106441,3'UTR,+,SAOUHSC_00101,NC_007795.1
3'SAOUHSC_00102,106442,106506,3'UTR,-,SAOUHSC_00102,NC_007795.1
SAOUHSC_00102,106507,107322,CDS,-,SAOUHSC_00102,NC_007795.1
SAOUHSC_00103,107319,108119,CDS,-,SAOUHSC_00103,NC_007795.1
SAOUHSC_00104,108120,108894,CDS,-,SAOUHSC_00104,NC_007795.1
5'SAOUHSC_00104,108895,109067,5'UTR,-,SAOUHSC_00104,NC_007795.1
3'SAOUHSC_00105,109068,109107,3'UTR,-,SAOUHSC_00105,NC_007795.1
SAOUHSC_00105,109108,110064,CDS,-,SAOUHSC_00105,NC_007795.1
5'SAOUHSC_00105,110065,110178,5'UTR,-,SAOUHSC_00105,NC_007795.1
5'SAOUHSC_00106,110179,110292,5'UTR,+,SAOUHSC_00106,NC_007795.1
SAOUHSC_00106,110293,111837,CDS,+,SAOUHSC_00106,NC_007795.1
3'SAOUHSC_00106,111838,111862,3'UTR,+,SAOUHSC_00106,NC_007795.1
5'SAOUHSC_00107,111863,111887,5'UTR,+,SAOUHSC_00107,NC_007795.1
SAOUHSC_00107,111888,113423,CDS,+,SAOUHSC_00107,NC_007795.1
3'SAOUHSC_00107,113424,113463,3'UTR,+,SAOUHSC_00107,NC_007795.1
5'SAOUHSC_00108,113464,113506,5'UTR,+,SAOUHSC_00108,NC_007795.1
SAOUHSC_00108,113507,113710,CDS,+,SAOUHSC_00108,NC_007795.1
3'SAOUHSC_00108,113711,113750,3'UTR,+,SAOUHSC_00108,NC_007795.1
5'SAOUHSC_00109,113751,114082,5'UTR,+,SAOUHSC_00109,NC_007795.1
SAOUHSC_00109,114083,114568,CDS,+,SAOUHSC_00109,NC_007795.1
3'SAOUHSC_00109,114569,114608,3'UTR,+,SAOUHSC_00109,NC_007795.1
5'SAOUHSC_00111,114609,114926,5'UTR,+,SAOUHSC_00111,NC_007795.1
SAOUHSC_00111,114927,115214,CDS,+,SAOUHSC_00111,NC_007795.1
3'SAOUHSC_00111,115215,115254,3'UTR,+,SAOUHSC_00111,NC_007795.1
5'SAOUHSC_00112,115255,115795,5'UTR,+,SAOUHSC_00112,NC_007795.1
SAOUHSC_00112,115796,116088,pseudogene,+,SAOUHSC_00112,NC_007795.1
3'SAOUHSC_00112,116089,116128,3'UTR,+,SAOUHSC_00112,NC_007795.1
5'SAOUHSC_00113,116129,116537,5'UTR,+,SAOUHSC_00113,NC_007795.1
SAOUHSC_00113,116538,119147,CDS,+,SAOUHSC_00113,NC_007795.1
3'SAOUHSC_00113,119148,119187,3'UTR,+,SAOUHSC_00113,NC_007795.1
5'SAOUHSC_00114,119188,119491,5'UTR,+,SAOUHSC_00114,NC_007795.1
SAOUHSC_00114,119492,120175,CDS,+,SAOUHSC_00114,NC_007795.1
SAOUHSC_00115,120176,120864,CDS,+,SAOUHSC_00115,NC_007795.1
SAOUHSC_00116,120865,121648,CDS,+,SAOUHSC_00116,NC_007795.1
SAOUHSC_00117,121649,123472,CDS,+,SAOUHSC_00117,NC_007795.1
SAOUHSC_00118,123462,124502,CDS,+,SAOUHSC_00118,NC_007795.1
SAOUHSC_00119,124503,125615,CDS,+,SAOUHSC_00119,NC_007795.1
SAOUHSC_00120,125616,126740,CDS,+,SAOUHSC_00120,NC_007795.1
SAOUHSC_00121,126741,127373,CDS,+,SAOUHSC_00121,NC_007795.1
SAOUHSC_00122,127374,128496,CDS,+,SAOUHSC_00122,NC_007795.1
SAOUHSC_00123,128497,129663,CDS,+,SAOUHSC_00123,NC_007795.1
SAOUHSC_00124,129656,130861,CDS,+,SAOUHSC_00124,NC_007795.1
SAOUHSC_00125,130862,132067,CDS,+,SAOUHSC_00125,NC_007795.1
SAOUHSC_00126,132068,132635,CDS,+,SAOUHSC_00126,NC_007795.1
SAOUHSC_00127,132635,133522,CDS,+,SAOUHSC_00127,NC_007795.1
3'SAOUHSC_00127,133523,133548,3'UTR,+,SAOUHSC_00127,NC_007795.1
5'SAOUHSC_00128,133549,133575,5'UTR,+,SAOUHSC_00128,NC_007795.1
SAOUHSC_00128,133576,134838,CDS,+,SAOUHSC_00128,NC_007795.1
3'SAOUHSC_00128,134839,134876,3'UTR,+,SAOUHSC_00128,NC_007795.1
5'SAOUHSC_00129,134877,134914,5'UTR,+,SAOUHSC_00129,NC_007795.1
SAOUHSC_00129,134915,136060,CDS,+,SAOUHSC_00129,NC_007795.1
3'SAOUHSC_00129,136061,136092,3'UTR,+,SAOUHSC_00129,NC_007795.1
3'SAOUHSC_00130,136093,136124,3'UTR,-,SAOUHSC_00130,NC_007795.1
SAOUHSC_00130,136125,136457,CDS,-,SAOUHSC_00130,NC_007795.1
SAOUHSC_00131,136458,136841,CDS,-,SAOUHSC_00131,NC_007795.1
5'SAOUHSC_00131,136842,137054,5'UTR,-,SAOUHSC_00131,NC_007795.1
5'SAOUHSC_00132,137055,137267,5'UTR,+,SAOUHSC_00132,NC_007795.1
SAOUHSC_00132,137268,138755,CDS,+,SAOUHSC_00132,NC_007795.1
3'SAOUHSC_00132,138756,138795,3'UTR,+,SAOUHSC_00132,NC_007795.1
5'SAOUHSC_00133,138796,139400,5'UTR,+,SAOUHSC_00133,NC_007795.1
SAOUHSC_00133,139401,140360,CDS,+,SAOUHSC_00133,NC_007795.1
3'SAOUHSC_00133,140361,140390,3'UTR,+,SAOUHSC_00133,NC_007795.1
3'SAOUHSC_00134,140391,140421,3'UTR,-,SAOUHSC_00134,NC_007795.1
SAOUHSC_00134,140422,140625,CDS,-,SAOUHSC_00134,NC_007795.1
5'SAOUHSC_00134,140626,140714,5'UTR,-,SAOUHSC_00134,NC_007795.1
5'SAOUHSC_00135,140715,140803,5'UTR,+,SAOUHSC_00135,NC_007795.1
SAOUHSC_00135,140804,141316,CDS,+,SAOUHSC_00135,NC_007795.1
3'SAOUHSC_00135,141317,141356,3'UTR,+,SAOUHSC_00135,NC_007795.1
5'SAOUHSC_00136,141357,141657,5'UTR,+,SAOUHSC_00136,NC_007795.1
SAOUHSC_00136,141658,142411,CDS,+,SAOUHSC_00136,NC_007795.1
SAOUHSC_00137,142412,143386,CDS,+,SAOUHSC_00137,NC_007795.1
SAOUHSC_00138,143383,144156,CDS,+,SAOUHSC_00138,NC_007795.1
SAOUHSC_00139,144157,145188,CDS,+,SAOUHSC_00139,NC_007795.1
3'SAOUHSC_00139,145189,145228,3'UTR,+,SAOUHSC_00139,NC_007795.1
5'SAOUHSC_00141,145229,145404,5'UTR,+,SAOUHSC_00141,NC_007795.1
SAOUHSC_00141,145405,145764,CDS,+,SAOUHSC_00141,NC_007795.1
3'SAOUHSC_00141,145765,145804,3'UTR,+,SAOUHSC_00141,NC_007795.1
5'SAOUHSC_00142,145805,145936,5'UTR,+,SAOUHSC_00142,NC_007795.1
SAOUHSC_00142,145937,146962,CDS,+,SAOUHSC_00142,NC_007795.1
3'SAOUHSC_00142,146963,147002,3'UTR,+,SAOUHSC_00142,NC_007795.1
5'SAOUHSC_00143,147003,147347,5'UTR,+,SAOUHSC_00143,NC_007795.1
SAOUHSC_00143,147348,148598,CDS,+,SAOUHSC_00143,NC_007795.1
3'SAOUHSC_00143,148599,148638,3'UTR,+,SAOUHSC_00143,NC_007795.1
5'SAOUHSC_00144,148639,149044,5'UTR,+,SAOUHSC_00144,NC_007795.1
SAOUHSC_00144,149045,156220,CDS,+,SAOUHSC_00144,NC_007795.1
SAOUHSC_00145,156221,156877,CDS,+,SAOUHSC_00145,NC_007795.1
3'SAOUHSC_00145,156878,157040,3'UTR,+,SAOUHSC_00145,NC_007795.1
3'SAOUHSC_00146,157041,157204,3'UTR,-,SAOUHSC_00146,NC_007795.1
SAOUHSC_00146,157205,157684,CDS,-,SAOUHSC_00146,NC_007795.1
5'SAOUHSC_00146,157685,157913,5'UTR,-,SAOUHSC_00146,NC_007795.1
3'SAOUHSC_00147,157914,157953,3'UTR,-,SAOUHSC_00147,NC_007795.1
SAOUHSC_00147,157954,158733,CDS,-,SAOUHSC_00147,NC_007795.1
argJ,158734,159975,CDS,-,SAOUHSC_00148,NC_007795.1
argC,159976,161056,CDS,-,SAOUHSC_00149,NC_007795.1
SAOUHSC_00150,161057,162241,CDS,-,SAOUHSC_00150,NC_007795.1
5'SAOUHSC_00150,162242,162453,5'UTR,-,SAOUHSC_00150,NC_007795.1
3'SAOUHSC_00151,162454,162493,3'UTR,-,SAOUHSC_00151,NC_007795.1
SAOUHSC_00151,162494,163849,CDS,-,SAOUHSC_00151,NC_007795.1
5'SAOUHSC_00151,163850,164084,5'UTR,-,SAOUHSC_00151,NC_007795.1
3'SAOUHSC_00152,164085,164124,3'UTR,-,SAOUHSC_00152,NC_007795.1
SAOUHSC_00152,164125,164622,CDS,-,SAOUHSC_00152,NC_007795.1
5'SAOUHSC_00152,164623,164708,5'UTR,-,SAOUHSC_00152,NC_007795.1
